expr,weights,python
"[Term SqrtAbs (fromList [(0,-3),(3,2),(4,-1)]),Term Id (fromList [(0,-3),(3,3)]),Term Sin (fromList [(0,-3),(2,-3),(4,2)]),Term Id (fromList [(0,-3),(1,3),(2,-3),(3,1),(4,-2)]),Term SqrtAbs (fromList [(0,2)]),Term Cos (fromList [(0,3),(2,-1),(3,2),(4,-2)]),Term Log (fromList [(0,-1),(3,1),(4,1)]),Term Tanh (fromList [(0,-2),(1,3),(2,1),(3,3),(4,-2)]),Term Tanh (fromList [(0,-3),(1,3),(2,-2),(3,1),(4,-2)]),Term SqrtAbs (fromList [(2,3),(3,-3),(4,1)])]","[111.37812246956807,-2.7101610561911116,245.9973446429456,-2287856.84956735,-1.8619684414629021e-6,-1.3037774439661753e-3,0.28705321255583627,-2.0300991065850424,-5.973223481653024,9.336779804645037,-78074.41376704452]","111.37812246956807 + -2.7101610561911116*sqrtAbs(x[:,0]**(-3)*x[:,3]**(2)*x[:,4]**(-1)) + 245.9973446429456*(x[:,0]**(-3)*x[:,3]**(3)) + -2287856.84956735*np.sin(x[:,0]**(-3)*x[:,2]**(-3)*x[:,4]**(2)) + -1.8619684414629021e-6*(x[:,0]**(-3)*x[:,1]**(3)*x[:,2]**(-3)*x[:,3]*x[:,4]**(-2)) + -1.3037774439661753e-3*sqrtAbs(x[:,0]**(2)) + 0.28705321255583627*np.cos(x[:,0]**(3)*x[:,2]**(-1)*x[:,3]**(2)*x[:,4]**(-2)) + -2.0300991065850424*np.log(x[:,0]**(-1)*x[:,3]*x[:,4]) + -5.973223481653024*np.tanh(x[:,0]**(-2)*x[:,1]**(3)*x[:,2]*x[:,3]**(3)*x[:,4]**(-2)) + 9.336779804645037*np.tanh(x[:,0]**(-3)*x[:,1]**(3)*x[:,2]**(-2)*x[:,3]*x[:,4]**(-2)) + -78074.41376704452*sqrtAbs(x[:,2]**(3)*x[:,3]**(-3)*x[:,4])"

"[Term Tanh (fromList [(0,-2),(2,-3),(4,-2)]),Term Exp (fromList [(0,-3),(2,-2),(3,-2),(4,1)]),Term SqrtAbs (fromList [(0,-2),(2,2),(4,-3)])]","[7.318833504781885e9,15.238978223736655,-7.318833391538098e9,-0.6127577720951654]","7.318833504781885e9 + 15.238978223736655*np.tanh(x[:,0]**(-2)*x[:,2]**(-3)*x[:,4]**(-2)) + -7.318833391538098e9*np.exp(x[:,0]**(-3)*x[:,2]**(-2)*x[:,3]**(-2)*x[:,4]) + -0.6127577720951654*sqrtAbs(x[:,0]**(-2)*x[:,2]**(2)*x[:,4]**(-3))"

"[Term Id (fromList [(0,1),(1,3),(4,1)]),Term Log (fromList [(0,3),(3,3),(4,-2)]),Term SqrtAbs (fromList [(0,2),(4,1)])]","[111.42926366986279,1.2265878425228382e-5,0.41844187210327577,-2.7662913125342914e-2]","111.42926366986279 + 1.2265878425228382e-5*(x[:,0]*x[:,1]**(3)*x[:,4]) + 0.41844187210327577*np.log(x[:,0]**(3)*x[:,3]**(3)*x[:,4]**(-2)) + -2.7662913125342914e-2*sqrtAbs(x[:,0]**(2)*x[:,4])"

"[Term Tanh (fromList [(0,3),(1,3),(2,3),(3,-3),(4,3)]),Term Id (fromList [(0,-1),(2,-3),(3,3)]),Term Exp (fromList [(0,-2),(2,1),(4,1)]),Term Cos (fromList [(0,-3),(1,1),(2,2),(3,-1),(4,-3)]),Term Sin (fromList [(0,-3),(1,1),(2,-3),(3,-2),(4,1)]),Term Cos (fromList [(0,3),(1,2),(2,2),(3,-3),(4,-1)]),Term Log (fromList [(0,-2),(3,-1),(4,-1)]),Term Id (fromList [(0,-3),(1,1),(2,2),(3,2),(4,-1)]),Term Cos (fromList [(0,-1),(1,3),(4,3)]),Term Log (fromList [(0,-2),(2,3),(3,-2),(4,-2)]),Term Tanh (fromList [(0,3),(1,1),(2,-3),(3,1),(4,1)]),Term SqrtAbs (fromList [(0,-2)])]","[-1.0630239868757388e8,-9.00215884470445,-1.8093118829513972e-7,1.0093498468722618e8,2789782.4835245893,-5944475.267100157,0.2454151829345803,3.404878144953862,957.0204496743366,2577786.839486684,-1.0458606829345705,0.5857107096660279,-3553.3887943740015]","-1.0630239868757388e8 + -9.00215884470445*np.tanh(x[:,0]**(3)*x[:,1]**(3)*x[:,2]**(3)*x[:,3]**(-3)*x[:,4]**(3)) + -1.8093118829513972e-7*(x[:,0]**(-1)*x[:,2]**(-3)*x[:,3]**(3)) + 1.0093498468722618e8*np.exp(x[:,0]**(-2)*x[:,2]*x[:,4]) + 2789782.4835245893*np.cos(x[:,0]**(-3)*x[:,1]*x[:,2]**(2)*x[:,3]**(-1)*x[:,4]**(-3)) + -5944475.267100157*np.sin(x[:,0]**(-3)*x[:,1]*x[:,2]**(-3)*x[:,3]**(-2)*x[:,4]) + 0.2454151829345803*np.cos(x[:,0]**(3)*x[:,1]**(2)*x[:,2]**(2)*x[:,3]**(-3)*x[:,4]**(-1)) + 3.404878144953862*np.log(x[:,0]**(-2)*x[:,3]**(-1)*x[:,4]**(-1)) + 957.0204496743366*(x[:,0]**(-3)*x[:,1]*x[:,2]**(2)*x[:,3]**(2)*x[:,4]**(-1)) + 2577786.839486684*np.cos(x[:,0]**(-1)*x[:,1]**(3)*x[:,4]**(3)) + -1.0458606829345705*np.log(x[:,0]**(-2)*x[:,2]**(3)*x[:,3]**(-2)*x[:,4]**(-2)) + 0.5857107096660279*np.tanh(x[:,0]**(3)*x[:,1]*x[:,2]**(-3)*x[:,3]*x[:,4]) + -3553.3887943740015*sqrtAbs(x[:,0]**(-2))"

"[Term Tanh (fromList [(0,-3),(2,-1),(3,3),(4,-2)])]","[113.59476558370001,14.487783181200001]","113.59476558370001 + 14.487783181200001*np.tanh(x[:,0]**(-3)*x[:,2]**(-1)*x[:,3]**(3)*x[:,4]**(-2))"

"[Term Id (fromList [(0,-3),(2,-2),(3,3),(4,-1)]),Term Log (fromList [(2,3),(3,-2)]),Term Log (fromList [(0,1),(3,-1),(4,1)]),Term SqrtAbs (fromList [(0,3),(2,3),(3,1)])]","[111.29271017389864,-9.347869387578006e-3,-0.6298475163401989,-3.1792145430971175,-6.9095961619919355e-6]","111.29271017389864 + -9.347869387578006e-3*(x[:,0]**(-3)*x[:,2]**(-2)*x[:,3]**(3)*x[:,4]**(-1)) + -0.6298475163401989*np.log(x[:,2]**(3)*x[:,3]**(-2)) + -3.1792145430971175*np.log(x[:,0]*x[:,3]**(-1)*x[:,4]) + -6.9095961619919355e-6*sqrtAbs(x[:,0]**(3)*x[:,2]**(3)*x[:,3])"

"[Term Sin (fromList [(0,-1),(2,-3),(3,-3)]),Term Log (fromList [(0,-3),(2,3),(3,-3),(4,3)]),Term SqrtAbs (fromList [(0,-3),(1,3),(2,1),(3,-1),(4,-1)]),Term SqrtAbs (fromList [(0,2),(2,-1)]),Term Sin (fromList [(0,-2),(2,3),(4,1)]),Term Log (fromList [(0,2),(2,3),(3,-3),(4,3)]),Term Exp (fromList [(0,-1),(1,3),(2,3),(3,-3),(4,1)]),Term Id (fromList [(0,-3),(1,3),(3,-3),(4,-2)]),Term Tanh (fromList [(0,3),(1,-1),(2,1),(4,3)]),Term Tanh (fromList [(0,-1),(2,-1)]),Term Exp (fromList [(0,-3),(1,2),(3,-3),(4,2)]),Term Exp (fromList [(0,-1),(1,1),(2,3)]),Term Log (fromList [(0,-2),(2,-1),(3,-1)]),Term Tanh (fromList [(0,-3),(2,-1),(3,1),(4,-1)]),Term Tanh (fromList [(0,-2),(4,-2)])]","[2.450884968714855e8,2404.9419506984227,0.41090208489507957,1878.062785083283,-8.726295511478528e-5,-5.704945049390419e8,-2.182339373944735,-4.901924448237874e8,-81305.58831602184,7.232666083317643,-292.38404527930476,2.4509821222922328e8,5861.719461649574,1.2471184723358983,712.1429435978687,-21.926810787307925]","2.450884968714855e8 + 2404.9419506984227*np.sin(x[:,0]**(-1)*x[:,2]**(-3)*x[:,3]**(-3)) + 0.41090208489507957*np.log(x[:,0]**(-3)*x[:,2]**(3)*x[:,3]**(-3)*x[:,4]**(3)) + 1878.062785083283*sqrtAbs(x[:,0]**(-3)*x[:,1]**(3)*x[:,2]*x[:,3]**(-1)*x[:,4]**(-1)) + -8.726295511478528e-5*sqrtAbs(x[:,0]**(2)*x[:,2]**(-1)) + -5.704945049390419e8*np.sin(x[:,0]**(-2)*x[:,2]**(3)*x[:,4]) + -2.182339373944735*np.log(x[:,0]**(2)*x[:,2]**(3)*x[:,3]**(-3)*x[:,4]**(3)) + -4.901924448237874e8*np.exp(x[:,0]**(-1)*x[:,1]**(3)*x[:,2]**(3)*x[:,3]**(-3)*x[:,4]) + -81305.58831602184*(x[:,0]**(-3)*x[:,1]**(3)*x[:,3]**(-3)*x[:,4]**(-2)) + 7.232666083317643*np.tanh(x[:,0]**(3)*x[:,1]**(-1)*x[:,2]*x[:,4]**(3)) + -292.38404527930476*np.tanh(x[:,0]**(-1)*x[:,2]**(-1)) + 2.4509821222922328e8*np.exp(x[:,0]**(-3)*x[:,1]**(2)*x[:,3]**(-3)*x[:,4]**(2)) + 5861.719461649574*np.exp(x[:,0]**(-1)*x[:,1]*x[:,2]**(3)) + 1.2471184723358983*np.log(x[:,0]**(-2)*x[:,2]**(-1)*x[:,3]**(-1)) + 712.1429435978687*np.tanh(x[:,0]**(-3)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-1)) + -21.926810787307925*np.tanh(x[:,0]**(-2)*x[:,4]**(-2))"

"[Term SqrtAbs (fromList [(0,1),(1,1),(2,1),(4,-2)]),Term Cos (fromList [(0,-1),(2,-3),(3,-1),(4,2)]),Term Tanh (fromList [(0,3),(2,3),(4,2)]),Term Id (fromList [(0,-1),(2,1),(3,1)]),Term SqrtAbs (fromList [(0,-1)]),Term Tanh (fromList [(0,3),(1,-2),(2,2),(4,3)]),Term Tanh (fromList [(0,-1),(1,1),(2,3),(4,3)]),Term Tanh (fromList [(1,-3),(2,-3),(3,1),(4,2)]),Term Log (fromList [(0,3),(2,2),(4,1)]),Term Log (fromList [(0,-3),(3,3),(4,-2)]),Term Id (fromList [(0,-1),(2,1),(4,-1)]),Term Tanh (fromList [(0,-3),(1,-1),(2,1),(3,1),(4,-3)]),Term SqrtAbs (fromList [(0,-2),(1,3),(2,-1),(3,2),(4,-2)]),Term Id (fromList [(0,-3),(1,1),(2,-1),(3,3),(4,-2)]),Term Tanh (fromList [(0,-3),(1,3),(2,3),(4,-3)]),Term SqrtAbs (fromList [(0,-2),(2,1),(3,1),(4,-2)])]","[1032674.1365025572,-8.623713168384034e-5,-1032509.4713810724,5.743430506914992,350.89998750650835,-421.7898207542527,-2.9677220604397796,-3.5764233006822497e8,7.0093810462033,-2.123672065455594,1.9063673679456867,30.466388636520076,-7.201020938608989,-4.797347796668711e-3,2.0660793181297371e-4,-7.660270484601442,-9.530799503481395]","1032674.1365025572 + -8.623713168384034e-5*sqrtAbs(x[:,0]*x[:,1]*x[:,2]*x[:,4]**(-2)) + -1032509.4713810724*np.cos(x[:,0]**(-1)*x[:,2]**(-3)*x[:,3]**(-1)*x[:,4]**(2)) + 5.743430506914992*np.tanh(x[:,0]**(3)*x[:,2]**(3)*x[:,4]**(2)) + 350.89998750650835*(x[:,0]**(-1)*x[:,2]*x[:,3]) + -421.7898207542527*sqrtAbs(x[:,0]**(-1)) + -2.9677220604397796*np.tanh(x[:,0]**(3)*x[:,1]**(-2)*x[:,2]**(2)*x[:,4]**(3)) + -3.5764233006822497e8*np.tanh(x[:,0]**(-1)*x[:,1]*x[:,2]**(3)*x[:,4]**(3)) + 7.0093810462033*np.tanh(x[:,1]**(-3)*x[:,2]**(-3)*x[:,3]*x[:,4]**(2)) + -2.123672065455594*np.log(x[:,0]**(3)*x[:,2]**(2)*x[:,4]) + 1.9063673679456867*np.log(x[:,0]**(-3)*x[:,3]**(3)*x[:,4]**(-2)) + 30.466388636520076*(x[:,0]**(-1)*x[:,2]*x[:,4]**(-1)) + -7.201020938608989*np.tanh(x[:,0]**(-3)*x[:,1]**(-1)*x[:,2]*x[:,3]*x[:,4]**(-3)) + -4.797347796668711e-3*sqrtAbs(x[:,0]**(-2)*x[:,1]**(3)*x[:,2]**(-1)*x[:,3]**(2)*x[:,4]**(-2)) + 2.0660793181297371e-4*(x[:,0]**(-3)*x[:,1]*x[:,2]**(-1)*x[:,3]**(3)*x[:,4]**(-2)) + -7.660270484601442*np.tanh(x[:,0]**(-3)*x[:,1]**(3)*x[:,2]**(3)*x[:,4]**(-3)) + -9.530799503481395*sqrtAbs(x[:,0]**(-2)*x[:,2]*x[:,3]*x[:,4]**(-2))"

"[Term Log (fromList [(0,-1),(2,2),(3,3)]),Term Cos (fromList [(0,-1),(1,3),(2,-1),(3,-1),(4,3)]),Term Tanh (fromList [(0,3),(1,-2),(2,3),(3,-1),(4,3)]),Term Log (fromList [(0,3),(2,3),(3,1),(4,3)]),Term Id (fromList [(0,-1),(1,3),(2,-3),(3,2),(4,3)]),Term SqrtAbs (fromList [(0,-2),(1,3),(2,-2),(3,3)]),Term SqrtAbs (fromList [(0,-2),(4,-2)]),Term Tanh (fromList [(0,-3),(2,-3),(3,1),(4,-1)]),Term SqrtAbs (fromList [(0,-3),(2,-1),(3,1),(4,-3)]),Term Log (fromList [(0,-3),(2,-3),(4,-2)]),Term SqrtAbs (fromList [(0,-1),(1,3),(2,1),(3,-2),(4,3)]),Term Sin (fromList [(0,-1),(3,-1),(4,-1)]),Term Sin (fromList [(2,-2)]),Term Id (fromList [(0,-1),(1,2),(4,-1)]),Term Tanh (fromList [(0,-3),(3,1),(4,-1)]),Term Tanh (fromList [(0,-2),(4,-1)])]","[3.701356872943936e7,1.844259314210996,-3.7013418314620145e7,2.1732804220765303,0.5733941058921808,1.169059890045749e-4,-2.9779594888705713e-3,-42.01985848463027,-11.37360877144149,0.3559406023993801,3.63179440968835,-44446.13871714128,597.7641239336405,0.7819149494266391,-0.17150227308139154,22917.684098218437,-4695.140458794585]","3.701356872943936e7 + 1.844259314210996*np.log(x[:,0]**(-1)*x[:,2]**(2)*x[:,3]**(3)) + -3.7013418314620145e7*np.cos(x[:,0]**(-1)*x[:,1]**(3)*x[:,2]**(-1)*x[:,3]**(-1)*x[:,4]**(3)) + 2.1732804220765303*np.tanh(x[:,0]**(3)*x[:,1]**(-2)*x[:,2]**(3)*x[:,3]**(-1)*x[:,4]**(3)) + 0.5733941058921808*np.log(x[:,0]**(3)*x[:,2]**(3)*x[:,3]*x[:,4]**(3)) + 1.169059890045749e-4*(x[:,0]**(-1)*x[:,1]**(3)*x[:,2]**(-3)*x[:,3]**(2)*x[:,4]**(3)) + -2.9779594888705713e-3*sqrtAbs(x[:,0]**(-2)*x[:,1]**(3)*x[:,2]**(-2)*x[:,3]**(3)) + -42.01985848463027*sqrtAbs(x[:,0]**(-2)*x[:,4]**(-2)) + -11.37360877144149*np.tanh(x[:,0]**(-3)*x[:,2]**(-3)*x[:,3]*x[:,4]**(-1)) + 0.3559406023993801*sqrtAbs(x[:,0]**(-3)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-3)) + 3.63179440968835*np.log(x[:,0]**(-3)*x[:,2]**(-3)*x[:,4]**(-2)) + -44446.13871714128*sqrtAbs(x[:,0]**(-1)*x[:,1]**(3)*x[:,2]*x[:,3]**(-2)*x[:,4]**(3)) + 597.7641239336405*np.sin(x[:,0]**(-1)*x[:,3]**(-1)*x[:,4]**(-1)) + 0.7819149494266391*np.sin(x[:,2]**(-2)) + -0.17150227308139154*(x[:,0]**(-1)*x[:,1]**(2)*x[:,4]**(-1)) + 22917.684098218437*np.tanh(x[:,0]**(-3)*x[:,3]*x[:,4]**(-1)) + -4695.140458794585*np.tanh(x[:,0]**(-2)*x[:,4]**(-1))"
"[Term SqrtAbs (fromList [(4,3)]),Term SqrtAbs (fromList [(0,-2),(2,2),(3,1),(4,-3)]),Term SqrtAbs (fromList [(0,1),(1,2),(2,1),(3,-1)]),Term SqrtAbs (fromList [(0,-3),(1,2),(2,-3),(3,1),(4,-2)]),Term Tanh (fromList [(0,2),(1,2),(4,3)]),Term SqrtAbs (fromList [(0,1),(2,1)]),Term Tanh (fromList [(0,3),(1,-3),(2,3),(3,-2),(4,2)]),Term Tanh (fromList [(0,-3),(2,2),(3,1),(4,-3)]),Term SqrtAbs (fromList [(0,-3),(1,3),(2,-1),(4,-2)]),Term Sin (fromList [(0,-1),(2,1),(3,1)]),Term Sin (fromList [(0,-1),(2,1),(3,-1),(4,-1)]),Term Tanh (fromList [(0,-3),(2,-2),(3,2),(4,-2)]),Term Tanh (fromList [(0,-2),(3,3),(4,-1)]),Term Tanh (fromList [(0,-3),(1,3),(3,-1),(4,-2)]),Term Tanh (fromList [(2,3),(3,2),(4,-1)]),Term Tanh (fromList [(0,-1),(1,3),(2,3),(3,-2),(4,1)])]","[138.19039094455528,-416.8141246389541,-0.25188871093042753,-0.16729010676082218,1.7370136522200506e-2,1.3840149772891048,-0.2756054298262993,1.4938758540912644,-7.820772052270443,-5.4051154126089695,191.5620609023483,-644.9479839000101,6.935539257721782,4.1411922825004925,306.89429433859897,-13.34738479204583,-1.1152081685709229e7]","138.19039094455528 + -416.8141246389541*sqrtAbs(x[:,4]**(3)) + -0.25188871093042753*sqrtAbs(x[:,0]**(-2)*x[:,2]**(2)*x[:,3]*x[:,4]**(-3)) + -0.16729010676082218*sqrtAbs(x[:,0]*x[:,1]**(2)*x[:,2]*x[:,3]**(-1)) + 1.7370136522200506e-2*sqrtAbs(x[:,0]**(-3)*x[:,1]**(2)*x[:,2]**(-3)*x[:,3]*x[:,4]**(-2)) + 1.3840149772891048*np.tanh(x[:,0]**(2)*x[:,1]**(2)*x[:,4]**(3)) + -0.2756054298262993*sqrtAbs(x[:,0]*x[:,2]) + 1.4938758540912644*np.tanh(x[:,0]**(3)*x[:,1]**(-3)*x[:,2]**(3)*x[:,3]**(-2)*x[:,4]**(2)) + -7.820772052270443*np.tanh(x[:,0]**(-3)*x[:,2]**(2)*x[:,3]*x[:,4]**(-3)) + -5.4051154126089695*sqrtAbs(x[:,0]**(-3)*x[:,1]**(3)*x[:,2]**(-1)*x[:,4]**(-2)) + 191.5620609023483*np.sin(x[:,0]**(-1)*x[:,2]*x[:,3]) + -644.9479839000101*np.sin(x[:,0]**(-1)*x[:,2]*x[:,3]**(-1)*x[:,4]**(-1)) + 6.935539257721782*np.tanh(x[:,0]**(-3)*x[:,2]**(-2)*x[:,3]**(2)*x[:,4]**(-2)) + 4.1411922825004925*np.tanh(x[:,0]**(-2)*x[:,3]**(3)*x[:,4]**(-1)) + 306.89429433859897*np.tanh(x[:,0]**(-3)*x[:,1]**(3)*x[:,3]**(-1)*x[:,4]**(-2)) + -13.34738479204583*np.tanh(x[:,2]**(3)*x[:,3]**(2)*x[:,4]**(-1)) + -1.1152081685709229e7*np.tanh(x[:,0]**(-1)*x[:,1]**(3)*x[:,2]**(3)*x[:,3]**(-2)*x[:,4])"
"[Term Cos (fromList [(0,-3),(1,3),(2,1),(3,-1),(4,-3)]),Term SqrtAbs (fromList [(0,1),(1,2),(4,1)]),Term Tanh (fromList [(0,-2),(2,3),(4,-3)]),Term SqrtAbs (fromList [(0,3),(2,-1),(4,-1)]),Term SqrtAbs (fromList [(3,-1),(4,-3)]),Term Log (fromList [(0,-3)]),Term Cos (fromList [(0,2),(1,2),(2,3),(3,1),(4,2)]),Term SqrtAbs (fromList [(0,-3),(2,-1),(3,1),(4,-2)]),Term Exp (fromList [(0,-1),(1,3),(2,-2),(3,-3),(4,3)]),Term Tanh (fromList [(0,1),(2,3),(3,-2),(4,-2)]),Term Tanh (fromList [(0,3),(2,2),(3,-1),(4,2)]),Term Log (fromList [(0,-2),(2,2),(3,-2),(4,1)]),Term Id (fromList [(0,-2),(1,3),(2,3),(3,-1)]),Term SqrtAbs (fromList [(0,-1),(2,3),(3,-1),(4,3)]),Term Tanh (fromList [(0,-1),(1,2),(2,2)]),Term SqrtAbs (fromList [(0,-1),(1,2)])]","[-878717.5366544854,-29.72906153219398,-1.487785348882293e-2,-9.524852062019395,-1.2284178648691173e-8,4.892800152473623e-4,4.923064814789337,0.42852852768287497,-9.308441884009229,878893.8151647313,-3.4448774130100377,11.055400162470356,-2.736531466129544,-3703177.0668573068,-2241548.918250312,1516.961081907939,-26.022303177311564]","-878717.5366544854 + -29.72906153219398*np.cos(x[:,0]**(-3)*x[:,1]**(3)*x[:,2]*x[:,3]**(-1)*x[:,4]**(-3)) + -1.487785348882293e-2*sqrtAbs(x[:,0]*x[:,1]**(2)*x[:,4]) + -9.524852062019395*np.tanh(x[:,0]**(-2)*x[:,2]**(3)*x[:,4]**(-3)) + -1.2284178648691173e-8*sqrtAbs(x[:,0]**(3)*x[:,2]**(-1)*x[:,4]**(-1)) + 4.892800152473623e-4*sqrtAbs(x[:,3]**(-1)*x[:,4]**(-3)) + 4.923064814789337*np.log(x[:,0]**(-3)) + 0.42852852768287497*np.cos(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(3)*x[:,3]*x[:,4]**(2)) + -9.308441884009229*sqrtAbs(x[:,0]**(-3)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-2)) + 878893.8151647313*np.exp(x[:,0]**(-1)*x[:,1]**(3)*x[:,2]**(-2)*x[:,3]**(-3)*x[:,4]**(3)) + -3.4448774130100377*np.tanh(x[:,0]*x[:,2]**(3)*x[:,3]**(-2)*x[:,4]**(-2)) + 11.055400162470356*np.tanh(x[:,0]**(3)*x[:,2]**(2)*x[:,3]**(-1)*x[:,4]**(2)) + -2.736531466129544*np.log(x[:,0]**(-2)*x[:,2]**(2)*x[:,3]**(-2)*x[:,4]) + -3703177.0668573068*(x[:,0]**(-2)*x[:,1]**(3)*x[:,2]**(3)*x[:,3]**(-1)) + -2241548.918250312*sqrtAbs(x[:,0]**(-1)*x[:,2]**(3)*x[:,3]**(-1)*x[:,4]**(3)) + 1516.961081907939*np.tanh(x[:,0]**(-1)*x[:,1]**(2)*x[:,2]**(2)) + -26.022303177311564*sqrtAbs(x[:,0]**(-1)*x[:,1]**(2))"
"[Term Id (fromList [(0,-3),(1,1),(2,3),(3,2),(4,-3)]),Term Sin (fromList [(1,1),(2,-3),(4,3)]),Term Sin (fromList [(0,-1),(1,3),(2,-3),(3,-3),(4,3)]),Term Tanh (fromList [(0,-3),(1,-2),(2,1),(3,3),(4,-3)]),Term Log (fromList [(0,-2),(2,2),(3,1),(4,-1)]),Term Tanh (fromList [(0,-3),(1,-1),(2,-2),(4,-1)]),Term Id (fromList [(0,-1),(2,-2),(4,2)]),Term Log (fromList [(2,-1)]),Term Tanh (fromList [(0,-2),(2,-1),(3,1),(4,-1)]),Term Tanh (fromList [(0,2),(1,3),(2,3),(3,-3)]),Term SqrtAbs (fromList [(0,-3),(3,1)]),Term Tanh (fromList [(0,1),(1,-2),(2,-1),(3,-3),(4,-1)]),Term Id (fromList [(0,-3),(2,1),(3,3),(4,-1)]),Term SqrtAbs (fromList [(0,-3),(4,-1)]),Term SqrtAbs (fromList [(0,3),(2,-1),(3,1)]),Term SqrtAbs (fromList [(1,3),(2,1),(3,-2),(4,2)])]","[134.6963156112724,-5.77691034988117e-2,2.4081460459066992,43536.19908449742,3.1026699581808703,3.7366017189222713,3.0791133465434726,-7631.198414858607,13.393382689522369,-21.02168679789919,3.353652760162653,5966.558519252515,-1.5475915657113273,15.133177343944755,-5254.048508012838,-5.582190901422859e-8,-365.0490000262521]","134.6963156112724 + -5.77691034988117e-2*(x[:,0]**(-3)*x[:,1]*x[:,2]**(3)*x[:,3]**(2)*x[:,4]**(-3)) + 2.4081460459066992*np.sin(x[:,1]*x[:,2]**(-3)*x[:,4]**(3)) + 43536.19908449742*np.sin(x[:,0]**(-1)*x[:,1]**(3)*x[:,2]**(-3)*x[:,3]**(-3)*x[:,4]**(3)) + 3.1026699581808703*np.tanh(x[:,0]**(-3)*x[:,1]**(-2)*x[:,2]*x[:,3]**(3)*x[:,4]**(-3)) + 3.7366017189222713*np.log(x[:,0]**(-2)*x[:,2]**(2)*x[:,3]*x[:,4]**(-1)) + 3.0791133465434726*np.tanh(x[:,0]**(-3)*x[:,1]**(-1)*x[:,2]**(-2)*x[:,4]**(-1)) + -7631.198414858607*(x[:,0]**(-1)*x[:,2]**(-2)*x[:,4]**(2)) + 13.393382689522369*np.log(x[:,2]**(-1)) + -21.02168679789919*np.tanh(x[:,0]**(-2)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-1)) + 3.353652760162653*np.tanh(x[:,0]**(2)*x[:,1]**(3)*x[:,2]**(3)*x[:,3]**(-3)) + 5966.558519252515*sqrtAbs(x[:,0]**(-3)*x[:,3]) + -1.5475915657113273*np.tanh(x[:,0]*x[:,1]**(-2)*x[:,2]**(-1)*x[:,3]**(-3)*x[:,4]**(-1)) + 15.133177343944755*(x[:,0]**(-3)*x[:,2]*x[:,3]**(3)*x[:,4]**(-1)) + -5254.048508012838*sqrtAbs(x[:,0]**(-3)*x[:,4]**(-1)) + -5.582190901422859e-8*sqrtAbs(x[:,0]**(3)*x[:,2]**(-1)*x[:,3]) + -365.0490000262521*sqrtAbs(x[:,1]**(3)*x[:,2]*x[:,3]**(-2)*x[:,4]**(2))"
